LogR;LogC;Rank;Counter;pattern;Images
0,000000;2,296665;1;198;255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;13,7,;13,4,;13,5,;13,6,;13,7,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,8,;13,9,;13,10,;14,13,;14,14,;14,15,;14,16,;14,17,;14,18,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,8,;13,9,;13,10,;14,13,;14,14,;14,15,;14,16,;14,17,;14,18,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,8,;13,9,;13,10,;14,13,;14,14,;14,15,;14,16,;14,17,;14,18,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,8,;13,9,;13,10,;14,13,;14,14,;14,15,;14,16,;14,17,;14,18,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,8,;13,9,;13,10,;14,13,;14,14,;14,15,;14,16,;14,17,;14,18,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,8,;13,9,;13,10,;14,13,;14,14,;14,15,;14,16,;14,17,;14,18,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;14,16,;14,17,;14,18,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;14,16,;14,17,;14,18,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,4,;13,5,;13,6,;13,7,;13,4,;13,5,;13,6,;13,7,;13,4,;13,5,;13,6,;13,7,;13,4,;13,5,;13,6,;13,7,;13,4,;13,5,;13,6,;13,7,;14,13,;14,13,;14,14,;14,15,;14,16,;14,17,;14,18,;14,13,;14,14,;14,15,;14,16,;14,17,;14,18,;14,16,;14,17,;14,18,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,7,;
0,301030;2,238046;2;173;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;12,7,;12,4,;12,5,;12,6,;12,7,;12,2,;12,3,;12,4,;12,5,;12,6,;12,7,;12,8,;12,9,;12,10,;13,13,;13,14,;13,15,;13,16,;13,17,;13,18,;12,2,;12,3,;12,4,;12,5,;12,6,;12,7,;12,8,;12,9,;12,10,;13,13,;13,14,;13,15,;13,16,;13,17,;13,18,;12,2,;12,3,;12,4,;12,5,;12,6,;12,7,;12,8,;12,9,;12,10,;13,13,;13,14,;13,15,;13,16,;13,17,;13,18,;12,2,;12,3,;12,4,;12,5,;12,6,;12,7,;12,8,;12,9,;12,10,;13,13,;13,14,;13,15,;13,16,;13,17,;13,18,;12,2,;12,3,;12,4,;12,5,;12,6,;12,7,;12,8,;12,9,;12,10,;13,13,;13,14,;13,15,;13,16,;13,17,;13,18,;12,2,;12,3,;12,4,;12,5,;12,6,;12,7,;12,8,;12,9,;12,10,;13,13,;13,14,;13,15,;13,16,;13,17,;13,18,;12,2,;12,3,;12,4,;12,5,;12,6,;12,7,;13,16,;13,17,;13,18,;12,2,;12,3,;12,4,;12,5,;12,6,;12,7,;12,4,;12,5,;12,6,;12,7,;12,4,;12,5,;12,6,;12,7,;12,4,;12,5,;12,6,;12,7,;12,2,;12,3,;12,4,;12,5,;12,6,;12,7,;12,4,;12,5,;12,6,;12,7,;12,4,;12,5,;12,6,;12,7,;12,4,;12,5,;12,6,;12,7,;12,4,;12,5,;12,6,;12,7,;12,4,;12,5,;12,6,;12,7,;13,13,;13,13,;13,14,;13,15,;13,16,;13,17,;13,18,;13,13,;13,14,;13,15,;13,16,;13,17,;13,18,;13,16,;13,17,;13,18,;12,4,;12,4,;12,2,;12,3,;12,4,;12,5,;12,6,;12,7,;12,7,;
0,477121;2,149219;3;141;198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,;5,10,;9,13,;10,13,;11,13,;12,13,;3,7,;4,7,;5,7,;5,13,;5,14,;5,15,;5,16,;5,17,;5,18,;6,7,;6,13,;6,14,;6,15,;6,16,;6,17,;6,18,;7,7,;7,16,;7,17,;7,18,;8,7,;9,7,;9,8,;9,9,;9,10,;10,10,;11,10,;2,7,;2,8,;2,9,;2,10,;2,16,;2,17,;2,18,;3,7,;3,8,;3,9,;3,10,;4,7,;4,8,;4,9,;4,10,;4,11,;4,12,;4,13,;5,7,;5,8,;5,9,;5,10,;5,11,;5,12,;5,13,;6,7,;6,8,;6,9,;6,10,;6,11,;6,12,;6,13,;7,4,;7,5,;7,6,;7,7,;7,8,;7,9,;7,10,;7,11,;7,12,;7,13,;7,14,;7,15,;7,16,;8,4,;8,5,;8,6,;8,7,;8,8,;8,9,;8,10,;8,11,;8,12,;8,13,;8,14,;8,15,;8,16,;9,4,;9,5,;9,6,;9,7,;9,8,;9,9,;9,10,;9,11,;9,12,;9,13,;9,14,;9,15,;9,16,;9,17,;9,18,;10,4,;10,5,;10,6,;10,7,;10,8,;10,9,;10,10,;10,11,;10,12,;10,13,;10,14,;10,15,;10,16,;10,17,;10,18,;11,4,;11,5,;11,6,;11,7,;11,8,;11,9,;11,10,;11,11,;11,12,;11,13,;11,14,;11,15,;11,16,;11,17,;11,18,;12,13,;12,14,;12,15,;12,16,;12,17,;12,18,;
0,602060;2,100371;4;126;124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,;2,13,;2,14,;2,15,;2,16,;2,17,;2,18,;3,13,;3,14,;3,15,;3,16,;3,17,;3,18,;4,13,;4,14,;4,15,;4,16,;4,17,;4,18,;5,7,;5,8,;5,9,;5,10,;5,11,;5,12,;5,13,;5,14,;5,15,;5,16,;5,17,;5,18,;6,4,;6,5,;6,6,;6,7,;6,8,;6,9,;6,10,;6,11,;6,12,;6,13,;6,14,;6,15,;6,16,;6,17,;6,18,;7,4,;7,5,;7,6,;7,7,;7,8,;7,9,;7,10,;7,11,;7,12,;7,13,;7,14,;7,15,;7,16,;7,17,;7,18,;8,4,;8,5,;8,6,;8,7,;8,8,;8,9,;8,10,;8,11,;8,12,;8,13,;8,14,;8,15,;8,16,;8,17,;8,18,;9,4,;9,5,;9,6,;9,7,;9,8,;9,9,;9,10,;9,11,;9,12,;9,13,;9,14,;9,15,;9,16,;9,17,;9,18,;10,4,;10,5,;10,6,;10,7,;10,8,;10,9,;10,10,;10,11,;10,12,;10,13,;10,14,;10,15,;10,16,;10,17,;10,18,;11,4,;11,5,;11,6,;11,7,;11,8,;11,9,;11,10,;11,11,;11,12,;11,13,;11,14,;11,15,;11,16,;11,17,;11,18,;12,13,;12,14,;12,15,;12,16,;12,17,;12,18,;
0,698970;2,029384;5;107;198,198,198,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;13,4,;13,5,;13,6,;13,7,;13,4,;13,5,;13,6,;13,7,;13,4,;13,5,;13,6,;13,7,;13,4,;13,10,;14,13,;13,10,;13,10,;13,10,;13,10,;14,13,;13,10,;14,13,;13,10,;14,13,;14,14,;14,15,;14,16,;13,10,;14,13,;14,14,;14,15,;14,16,;14,17,;14,18,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,2,;13,3,;13,4,;13,5,;13,6,;13,7,;13,8,;13,9,;13,10,;14,16,;13,4,;13,5,;13,6,;13,7,;13,8,;13,9,;13,10,;13,4,;13,5,;13,6,;13,7,;13,8,;13,9,;13,10,;13,4,;13,5,;13,6,;13,7,;13,8,;13,9,;13,10,;14,13,;13,10,;14,13,;13,10,;14,13,;14,14,;14,15,;14,16,;14,13,;14,14,;14,15,;14,16,;13,10,;14,13,;14,14,;14,15,;14,16,;14,17,;14,18,;13,10,;14,13,;14,14,;14,15,;14,16,;14,17,;14,18,;13,2,;13,3,;13,4,;13,10,;14,13,;14,14,;14,15,;14,16,;14,17,;14,18,;
0,778151;2,025306;6;106;198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;5,7,;6,7,;7,7,;8,7,;9,7,;10,7,;11,7,;7,4,;8,4,;4,10,;5,10,;6,10,;9,13,;9,14,;9,15,;9,16,;9,17,;9,18,;10,13,;10,14,;10,15,;10,16,;10,17,;10,18,;11,10,;11,11,;11,12,;11,13,;11,14,;11,15,;11,16,;11,17,;11,18,;12,13,;12,14,;12,15,;12,16,;12,17,;12,18,;2,16,;2,17,;2,18,;8,4,;9,4,;7,7,;2,16,;3,10,;3,16,;3,17,;3,18,;4,10,;4,11,;4,12,;4,13,;4,14,;4,15,;4,16,;4,17,;4,18,;5,10,;5,11,;5,12,;5,13,;5,14,;5,15,;5,16,;5,17,;5,18,;6,16,;6,17,;6,18,;7,16,;7,17,;7,18,;8,16,;8,17,;8,18,;9,16,;10,13,;10,14,;10,15,;10,16,;11,10,;11,11,;11,12,;11,13,;12,13,;8,10,;2,10,;3,10,;4,10,;5,10,;6,10,;7,10,;9,16,;10,16,;11,13,;11,14,;11,15,;11,16,;12,13,;12,14,;12,15,;12,16,;9,7,;4,7,;
0,845098;1,995635;7;99;198,124,0,198,124,0,198,124,0,198,124,0,198,124,0,198,124,0,198,124,0,198,124,0,198,124,0,;2,16,;2,17,;2,18,;4,13,;5,7,;5,8,;5,9,;5,10,;5,11,;5,12,;5,13,;6,7,;6,8,;6,9,;6,10,;6,11,;6,12,;6,13,;7,4,;7,5,;7,6,;7,7,;7,8,;7,9,;7,10,;7,11,;7,12,;7,13,;7,14,;7,15,;7,16,;7,17,;7,18,;8,4,;8,5,;8,6,;8,7,;8,8,;8,9,;8,10,;8,11,;8,12,;8,13,;8,14,;8,15,;8,16,;8,17,;8,18,;9,4,;9,5,;9,6,;9,7,;9,8,;9,9,;9,10,;9,11,;9,12,;9,13,;9,14,;9,15,;9,16,;9,17,;9,18,;10,4,;10,5,;10,6,;10,7,;10,8,;10,9,;10,10,;10,11,;10,12,;10,13,;10,14,;10,15,;10,16,;10,17,;10,18,;11,4,;11,5,;11,6,;11,7,;11,8,;11,9,;11,10,;11,11,;11,12,;11,13,;11,14,;11,15,;11,16,;11,17,;11,18,;12,13,;12,14,;12,15,;12,16,;12,17,;12,18,;
0,903090;1,973128;8;94;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,;12,4,;12,5,;12,6,;12,7,;12,4,;12,5,;12,6,;12,7,;12,4,;12,5,;12,6,;12,7,;12,10,;12,10,;12,10,;12,10,;13,13,;13,14,;13,15,;13,16,;12,10,;13,13,;13,14,;13,15,;13,16,;13,17,;13,18,;12,2,;12,3,;12,4,;12,5,;12,6,;12,7,;12,2,;12,3,;12,4,;12,5,;12,6,;12,7,;12,8,;12,9,;12,10,;12,4,;12,5,;12,6,;12,7,;12,8,;12,9,;12,10,;12,4,;12,5,;12,6,;12,7,;12,8,;12,9,;12,10,;12,4,;12,5,;12,6,;12,7,;12,8,;12,9,;12,10,;12,10,;13,13,;12,10,;13,13,;13,14,;13,15,;13,16,;12,10,;13,13,;13,14,;13,15,;13,16,;13,17,;13,18,;12,10,;13,13,;13,14,;13,15,;13,16,;13,17,;13,18,;12,2,;12,3,;12,4,;12,10,;13,13,;13,14,;13,15,;13,16,;13,17,;13,18,;
0,954243;1,924279;9;84;198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,;5,7,;6,7,;7,7,;8,7,;9,7,;10,7,;11,7,;7,4,;8,4,;4,10,;5,10,;6,10,;9,13,;9,14,;9,15,;9,16,;9,17,;9,18,;10,13,;10,14,;10,15,;10,16,;10,17,;10,18,;11,10,;11,11,;11,12,;11,13,;11,14,;11,15,;11,16,;11,17,;11,18,;12,13,;12,14,;12,15,;12,16,;12,17,;12,18,;2,16,;3,10,;3,16,;3,17,;3,18,;4,10,;4,11,;4,12,;4,13,;4,14,;4,15,;4,16,;4,17,;4,18,;5,10,;5,11,;5,12,;5,13,;5,14,;5,15,;5,16,;5,17,;5,18,;6,16,;6,17,;6,18,;7,16,;7,17,;7,18,;8,16,;8,17,;8,18,;9,16,;10,13,;10,14,;10,15,;10,16,;11,10,;11,11,;11,12,;11,13,;12,13,;8,10,;9,7,;4,7,;
1,000000;1,819544;10;66;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,;2,10,;2,11,;2,12,;2,13,;12,13,;4,7,;5,7,;7,13,;8,13,;8,7,;9,7,;10,7,;11,7,;8,10,;9,10,;5,10,;9,16,;10,16,;11,13,;3,7,;4,7,;4,8,;4,9,;4,10,;5,7,;5,8,;5,9,;5,10,;6,7,;6,8,;6,9,;6,10,;7,7,;7,8,;7,9,;7,10,;8,10,;8,11,;8,12,;8,13,;9,10,;9,11,;9,12,;9,13,;10,10,;10,11,;10,12,;10,13,;11,10,;11,11,;11,12,;11,13,;6,4,;7,4,;8,4,;9,4,;10,4,;11,4,;7,7,;8,7,;11,2,;11,3,;11,4,;7,4,;8,4,;11,7,;
