LogR;LogC;Rank;Counter;Pattern;Class
2,958564;1,690196;909;49;198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,198,124,198,198,124,198,198,124,;1
2,959041;1,690196;910;49;124,0,255,124,0,255,124,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;0
2,959518;1,690196;911;49;0,0,0,0,0,0,0,0,0,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,;0
2,959995;1,690196;912;49;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,0,0,0,0,0,0,124,124,124,;0
2,960471;1,681241;913;48;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,255,198,198,255,198,198,255,198,;0
2,960946;1,681241;914;48;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,;0
2,961421;1,681241;915;48;255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,;0
2,961895;1,681241;916;48;255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,;0
2,962369;1,681241;917;48;255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;0
2,962843;1,681241;918;48;255,255,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;0
2,963316;1,681241;919;48;255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;0
2,963788;1,681241;920;48;198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;0
2,964260;1,681241;921;48;198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;0
2,964731;1,681241;922;48;198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;0
2,965202;1,681241;923;48;198,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,;0
2,965672;1,681241;924;48;198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,198,198,198,;0
2,966142;1,681241;925;48;198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,;0
2,966611;1,681241;926;48;198,198,198,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
2,967080;1,681241;927;48;124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,0,0,0,0,0,0,0,0,0,;1
2,967548;1,681241;928;48;124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,198,124,198,198,124,198,198,124,198,;0
2,968016;1,681241;929;48;124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,;0
2,968483;1,681241;930;48;0,255,255,0,255,255,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;0
2,968950;1,681241;931;48;0,0,0,255,255,198,255,255,198,0,0,0,255,255,198,255,255,198,0,0,0,255,255,198,255,255,198,;0
2,969416;1,681241;932;48;0,0,0,0,0,0,255,255,198,0,0,0,0,0,0,255,255,198,0,0,0,0,0,0,255,255,198,;0
2,969882;1,681241;933;48;0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,0,0,0,;1
2,970347;1,681241;934;48;0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,;1
2,970812;1,681241;935;48;0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,0,0,0,124,124,124,124,124,124,;0
2,971276;1,672098;936;47;255,255,255,255,255,255,255,255,255,198,198,198,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,;0
2,971740;1,672098;937;47;255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,255,255,255,;1
2,972203;1,672098;938;47;255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;0
2,972666;1,672098;939;47;255,255,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,;1
2,973128;1,672098;940;47;255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;0
2,973590;1,672098;941;47;255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;0
2,974051;1,672098;942;47;255,198,198,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,;0
2,974512;1,672098;943;47;198,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;0
2,974972;1,672098;944;47;198,198,255,198,198,255,198,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,;0
2,975432;1,672098;945;47;198,198,198,255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,;0
2,975891;1,672098;946;47;198,198,198,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
2,976350;1,672098;947;47;198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,255,255,255,;0
2,976808;1,672098;948;47;198,198,198,198,198,198,198,255,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
2,977266;1,672098;949;47;198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,;1
2,977724;1,672098;950;47;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,255,198,255,255,198,198,198,198,;0
2,978181;1,672098;951;47;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,198,198,;1
2,978637;1,672098;952;47;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,;1
2,979093;1,672098;953;47;198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,124,124,198,198,198,198,198,198,198,198,198,198,;0
2,979548;1,672098;954;47;124,255,255,124,255,255,124,255,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,;1
2,980003;1,672098;955;47;124,198,198,124,198,198,124,198,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;1
2,980458;1,672098;956;47;124,124,255,124,124,255,124,124,255,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,;1
2,980912;1,672098;957;47;124,124,124,124,124,124,198,198,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;1
2,981366;1,672098;958;47;0,0,0,198,198,255,198,198,255,0,0,0,198,198,255,198,198,255,0,0,0,198,198,255,198,198,255,;1
2,981819;1,672098;959;47;0,0,0,0,0,0,198,198,255,0,0,0,0,0,0,198,198,255,0,0,0,0,0,0,198,198,255,;1
2,982271;1,672098;960;47;0,0,0,0,0,0,0,0,0,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;0
2,982723;1,662758;961;46;255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,255,255,255,;0
2,983175;1,662758;962;46;255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;1
2,983626;1,662758;963;46;255,255,124,255,255,124,255,255,124,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,;0
2,984077;1,662758;964;46;255,255,0,255,255,0,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;0
2,984527;1,662758;965;46;255,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,198,198,;0
2,984977;1,662758;966;46;255,198,124,255,198,124,255,198,124,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;1
2,985426;1,662758;967;46;198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,;0
2,985875;1,662758;968;46;198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,198,255,255,;0
2,986324;1,662758;969;46;198,255,255,198,255,255,198,255,255,198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,;1
2,986772;1,662758;970;46;198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,;0
2,987219;1,662758;971;46;198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,;0
2,987666;1,662758;972;46;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,255,198,198,198,198,198,198,198,;0
2,988113;1,662758;973;46;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,255,255,255,255,255,;1
2,988559;1,662758;974;46;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,255,255,;1
2,989005;1,662758;975;46;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,;1
2,989450;1,662758;976;46;198,198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,124,124,198,198,198,198,198,198,198,198,198,;0
2,989895;1,662758;977;46;198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,255,255,124,255,255,124,255,255,124,;0
2,990339;1,662758;978;46;124,255,255,124,255,255,124,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;0
2,990783;1,662758;979;46;124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,198,124,198,198,124,198,198,;1
2,991226;1,662758;980;46;124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;1
2,991669;1,662758;981;46;124,198,198,124,198,198,124,198,198,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,;1
2,992111;1,662758;982;46;124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,198,198,198,198,198,198,124,198,198,;0
2,992554;1,662758;983;46;124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,198,198,198,124,198,198,124,198,198,;0
2,992995;1,662758;984;46;124,198,124,124,198,124,124,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;0
2,993436;1,662758;985;46;124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,255,124,124,255,124,124,255,;0
2,993877;1,662758;986;46;124,124,124,124,124,124,124,124,124,198,198,198,198,198,198,198,198,198,124,124,124,124,124,124,124,124,124,;1
2,994317;1,662758;987;46;124,124,124,124,124,124,124,124,124,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,;1
2,994757;1,662758;988;46;124,0,255,124,0,255,124,0,255,124,0,198,124,0,198,124,0,198,124,0,198,124,0,198,124,0,198,;0
2,995196;1,662758;989;46;0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,124,124,124,198,124,124,198,124,124,198,124,124,;1
2,995635;1,653213;990;45;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,255,255,;0
2,996074;1,653213;991;45;255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,;1
2,996512;1,653213;992;45;255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,0,0,0,0,0,0,0,0,0,;1
2,996949;1,653213;993;45;255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,;0
2,997386;1,653213;994;45;255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,255,;0
2,997823;1,653213;995;45;255,255,255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,;0
2,998259;1,653213;996;45;255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,;0
2,998695;1,653213;997;45;255,255,198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;0
2,999131;1,653213;998;45;255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,;0
2,999565;1,653213;999;45;255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,198,198,255,198,198,255,198,198,255,;0
3,000000;1,653213;1000;45;255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,;0
3,000434;1,653213;1001;45;198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,198,255,198,255,255,198,255,255,;1
3,000868;1,653213;1002;45;198,198,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,0,0,0,0,0,0,0,0,0,;0
3,001301;1,653213;1003;45;198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,;1
3,001734;1,653213;1004;45;198,198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,124,124,124,124,124,124,124,124,124,124,124,;0
3,002166;1,653213;1005;45;198,198,198,198,198,198,198,198,198,124,124,124,198,198,198,198,198,198,124,124,124,198,198,198,198,198,198,;0
3,002598;1,653213;1006;45;198,198,198,198,198,198,198,198,198,124,124,124,198,198,198,198,198,198,124,124,124,124,124,124,124,124,124,;0
3,003029;1,653213;1007;45;198,198,198,198,198,198,198,198,198,124,124,124,124,124,124,198,198,198,124,124,124,124,124,124,198,198,198,;0
3,003461;1,653213;1008;45;198,198,198,198,198,198,198,198,198,124,124,124,124,124,124,198,198,198,124,124,124,124,124,124,124,124,124,;0
3,003891;1,653213;1009;45;198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,124,124,198,124,124,198,124,124,;1
3,004321;1,653213;1010;45;124,124,124,124,124,124,124,124,124,198,198,124,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,;1
3,004751;1,653213;1011;45;124,0,198,124,0,198,124,0,198,124,0,255,124,0,255,124,0,255,124,0,255,124,0,255,124,0,255,;0
3,005181;1,653213;1012;45;0,0,198,0,0,198,0,0,198,0,0,198,0,0,198,0,0,198,0,0,198,0,0,198,0,0,198,;1
3,005609;1,653213;1013;45;0,0,0,0,0,0,0,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,;0
3,006038;1,653213;1014;45;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,255,198,198,255,198,198,255,198,;1
3,006466;1,643453;1015;44;255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;0
3,006894;1,643453;1016;44;255,255,198,255,255,198,255,255,198,0,0,0,255,255,198,255,255,198,0,0,0,0,0,0,0,0,0,;1
3,007321;1,643453;1017;44;255,255,198,255,255,198,255,255,198,0,0,0,0,0,0,255,255,198,0,0,0,0,0,0,0,0,0,;1
3,007748;1,643453;1018;44;198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,008174;1,643453;1019;44;198,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,008600;1,643453;1020;44;198,198,255,198,198,255,198,198,255,0,0,0,0,0,0,198,198,255,0,0,0,0,0,0,0,0,0,;1
3,009026;1,643453;1021;44;198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,;1
3,009451;1,643453;1022;44;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,124,124,198,198,198,198,198,198,124,124,124,;0
3,009876;1,643453;1023;44;198,198,198,198,198,198,198,198,198,198,198,198,124,124,124,124,124,124,198,198,198,124,124,124,124,124,124,;0
3,010300;1,643453;1024;44;198,198,198,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,010724;1,643453;1025;44;198,198,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,011147;1,643453;1026;44;198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;1
3,011570;1,643453;1027;44;124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,198,255,255,198,255,255,198,255,255,;0
3,011993;1,643453;1028;44;124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,0,0,0,0,0,0,0,0,0,;1
3,012415;1,643453;1029;44;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,198,255,255,255,255,255,255,;1
3,012837;1,643453;1030;44;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,198,198,198,198,255,255,255,;1
3,013259;1,633468;1031;43;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,;0
3,013680;1,633468;1032;43;255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,;0
3,014100;1,633468;1033;43;255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,198,198,198,;0
3,014521;1,633468;1034;43;255,255,255,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,;0
3,014940;1,633468;1035;43;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,0,0,0,0,0,0,255,255,198,;1
3,015360;1,633468;1036;43;198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,;0
3,015779;1,633468;1037;43;198,198,255,198,198,255,198,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,;0
3,016197;1,633468;1038;43;198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,0,0,0,0,0,0,0,0,0,;1
3,016616;1,633468;1039;43;198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,198,;0
3,017033;1,633468;1040;43;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,124,124,198,198,198,198,198,198,198,198,198,;0
3,017451;1,633468;1041;43;198,198,198,198,198,198,198,198,198,198,198,198,124,124,124,124,124,124,198,198,198,198,198,198,198,198,198,;0
3,017868;1,633468;1042;43;124,198,255,124,198,255,124,198,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;0
3,018284;1,633468;1043;43;124,124,198,124,124,198,124,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,;0
3,018700;1,633468;1044;43;124,124,124,198,198,198,198,198,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;1
3,019116;1,633468;1045;43;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,198,198,198,198,198,198,124,124,124,;1
3,019532;1,633468;1046;43;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,198,198,198,124,124,124,124,124,124,;1
3,019947;1,633468;1047;43;0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,0,0,0,0,0,0,0,;0
3,020361;1,633468;1048;43;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,198,198,;0
3,020775;1,623249;1049;42;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,198,;0
3,021189;1,623249;1050;42;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,;0
3,021603;1,623249;1051;42;255,255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,;0
3,022016;1,623249;1052;42;255,255,255,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;1
3,022428;1,623249;1053;42;255,255,255,198,198,198,198,198,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;1
3,022841;1,623249;1054;42;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,0,0,0,255,255,198,255,255,198,;1
3,023252;1,623249;1055;42;198,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,;0
3,023664;1,623249;1056;42;198,198,255,198,198,255,198,198,255,0,0,0,198,198,255,198,198,255,0,0,0,0,0,0,0,0,0,;1
3,024075;1,623249;1057;42;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,255,255,255,;1
3,024486;1,623249;1058;42;198,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,;0
3,024896;1,623249;1059;42;198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,;1
3,025306;1,623249;1060;42;124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,198,255,124,198,255,124,198,255,;1
3,025715;1,623249;1061;42;124,255,255,124,255,255,124,255,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,;0
3,026125;1,623249;1062;42;124,255,255,124,255,255,124,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;1
3,026533;1,623249;1063;42;124,198,255,124,198,255,124,198,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,;0
3,026942;1,623249;1064;42;124,198,198,124,198,198,124,198,198,0,0,0,124,198,198,124,198,198,0,0,0,0,0,0,0,0,0,;1
3,027350;1,623249;1065;42;124,198,198,124,198,198,124,198,198,0,0,0,0,0,0,124,198,198,0,0,0,0,0,0,0,0,0,;1
3,027757;1,623249;1066;42;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,198,198,198,198,198,198,;1
3,028164;1,623249;1067;42;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,198,198,198,;1
3,028571;1,623249;1068;42;0,0,0,0,0,0,0,0,0,255,198,198,255,198,198,255,198,198,255,255,198,255,255,198,255,255,198,;1
3,028978;1,623249;1069;42;0,0,0,0,0,0,0,0,0,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,;0
3,029384;1,623249;1070;42;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,198,198,255,198,198,0,0,0,;1
3,029789;1,623249;1071;42;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,;1
3,030195;1,623249;1072;42;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,198,198,124,198,198,;0
3,030600;1,612784;1073;41;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,;1
3,031004;1,612784;1074;41;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,255,;1
3,031408;1,612784;1075;41;255,255,255,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,;0
3,031812;1,612784;1076;41;255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,255,;0
3,032216;1,612784;1077;41;255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,;1
3,032619;1,612784;1078;41;255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,0,0,0,0,0,0,0,0,0,;1
3,033021;1,612784;1079;41;255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,;0
3,033424;1,612784;1080;41;255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,;0
3,033826;1,612784;1081;41;255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,198,255,198,198,255,198,198,;0
3,034227;1,612784;1082;41;255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;1
3,034628;1,612784;1083;41;198,255,255,198,255,255,198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;0
3,035029;1,612784;1084;41;198,255,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;0
3,035430;1,612784;1085;41;198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;1
3,035830;1,612784;1086;41;198,198,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,198,198,255,198,198,255,198,198,255,;1
3,036230;1,612784;1087;41;198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,;0
3,036629;1,612784;1088;41;198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,255,;0
3,037028;1,612784;1089;41;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,124,198,;1
3,037426;1,612784;1090;41;198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,0,0,0,0,0,0,0,0,0,;1
3,037825;1,612784;1091;41;198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,;0
3,038223;1,612784;1092;41;124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,0,0,0,0,0,0,0,0,0,;0
3,038620;1,612784;1093;41;124,198,198,124,198,198,124,198,198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,;0
3,039017;1,612784;1094;41;124,124,198,124,124,198,124,124,198,124,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,;1
3,039414;1,612784;1095;41;124,124,198,124,124,198,124,124,198,124,198,198,124,198,198,124,198,198,124,124,198,124,124,198,124,124,198,;0
3,039811;1,612784;1096;41;124,124,124,198,198,198,198,198,198,124,124,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,040207;1,612784;1097;41;124,124,124,124,124,124,198,198,198,124,124,124,124,124,124,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,040602;1,612784;1098;41;124,124,124,124,124,124,124,124,124,198,124,124,198,124,124,198,124,124,198,198,198,198,198,198,198,198,198,;1
3,040998;1,612784;1099;41;124,124,124,124,124,124,124,124,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,;0
3,041393;1,612784;1100;41;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,0,124,124,0,124,124,0,124,124,;1
3,041787;1,612784;1101;41;0,198,255,0,198,255,0,198,255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,;0
3,042182;1,612784;1102;41;0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,255,198,198,;1
3,042576;1,612784;1103;41;0,0,0,0,0,0,0,0,0,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,;1
