LogR;LogC;Rank;Counter;Pattern;Class
3,195623;1,447158;1569;28;124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,124,124,124,124,124,124,124,124,;0
3,195900;1,447158;1570;28;124,124,124,124,124,124,124,124,124,124,124,124,198,198,198,198,198,198,124,124,124,198,198,198,198,198,198,;1
3,196176;1,447158;1571;28;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,198,198,198,124,124,124,124,124,124,198,198,198,;1
3,196453;1,447158;1572;28;0,0,0,255,198,198,255,198,198,0,0,0,255,198,198,255,198,198,0,0,0,255,198,198,255,198,198,;0
3,196729;1,447158;1573;28;0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,255,198,198,;0
3,197005;1,447158;1574;28;0,0,0,0,0,0,0,0,0,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,;1
3,197281;1,447158;1575;28;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,198,255,124,198,255,124,198,255,;0
3,197556;1,447158;1576;28;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,124,0,0,124,0,0,;1
3,197832;1,447158;1577;28;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,124,;0
3,198107;1,431364;1578;27;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,;1
3,198382;1,431364;1579;27;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,;1
3,198657;1,431364;1580;27;255,255,255,255,255,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;1
3,198932;1,431364;1581;27;255,255,124,255,255,124,255,255,124,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,;1
3,199206;1,431364;1582;27;255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,;0
3,199481;1,431364;1583;27;255,198,255,255,198,255,255,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,;1
3,199755;1,431364;1584;27;255,198,198,255,198,198,255,198,198,255,255,198,255,255,198,255,255,198,0,0,0,0,0,0,0,0,0,;1
3,200029;1,431364;1585;27;255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,198,198,198,;0
3,200303;1,431364;1586;27;255,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,;0
3,200577;1,431364;1587;27;255,124,0,255,124,0,255,124,0,255,124,0,255,124,0,255,124,0,255,124,0,255,124,0,255,124,0,;1
3,200850;1,431364;1588;27;255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,;1
3,201124;1,431364;1589;27;255,0,124,255,0,124,255,0,124,255,0,124,255,0,124,255,0,124,255,0,198,255,0,198,255,0,198,;0
3,201397;1,431364;1590;27;198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,201670;1,431364;1591;27;198,255,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,201943;1,431364;1592;27;198,198,198,198,198,198,198,198,198,255,255,255,255,255,255,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,202216;1,431364;1593;27;198,198,198,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,202488;1,431364;1594;27;198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,;1
3,202761;1,431364;1595;27;198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,;0
3,203033;1,431364;1596;27;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,;0
3,203305;1,431364;1597;27;198,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;1
3,203577;1,431364;1598;27;198,198,198,198,198,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;1
3,203848;1,431364;1599;27;198,198,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;1
3,204120;1,431364;1600;27;198,198,124,198,198,124,198,198,124,198,124,124,198,124,124,198,124,124,198,198,124,198,198,124,198,198,124,;1
3,204391;1,431364;1601;27;198,198,124,198,198,124,198,198,124,0,0,0,198,198,124,198,198,124,0,0,0,0,0,0,0,0,0,;1
3,204663;1,431364;1602;27;198,198,124,198,198,124,198,198,124,0,0,0,0,0,0,198,198,124,0,0,0,0,0,0,0,0,0,;1
3,204934;1,431364;1603;27;198,198,0,198,198,0,198,198,0,198,198,0,198,198,0,198,198,0,198,198,124,198,198,124,198,198,124,;0
3,205204;1,431364;1604;27;198,124,124,198,124,124,198,124,124,198,198,124,198,198,124,198,198,124,198,124,124,198,124,124,198,124,124,;0
3,205475;1,431364;1605;27;198,124,0,198,124,0,198,124,0,198,124,0,198,124,0,198,124,0,0,0,0,0,0,0,0,0,0,;0
3,205746;1,431364;1606;27;124,198,255,124,198,255,124,198,255,124,198,198,124,198,198,124,198,198,124,198,255,124,198,255,124,198,255,;0
3,206016;1,431364;1607;27;124,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,206286;1,431364;1608;27;124,198,198,124,198,198,198,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,206556;1,431364;1609;27;124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,;1
3,206826;1,431364;1610;27;124,124,198,124,124,198,124,124,198,198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,;0
3,207096;1,431364;1611;27;124,124,198,124,124,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;1
3,207365;1,431364;1612;27;124,124,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;1
3,207634;1,431364;1613;27;0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,255,255,255,255,255,255,255,255,255,;0
3,207904;1,431364;1614;27;0,0,198,0,0,198,0,0,198,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,;1
3,208173;1,431364;1615;27;0,0,0,198,255,255,198,255,255,0,0,0,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,;0
3,208441;1,431364;1616;27;0,0,0,124,0,0,124,0,0,0,0,0,124,0,0,124,0,0,0,0,0,124,0,0,124,0,0,;0
3,208710;1,431364;1617;27;0,0,0,0,0,0,198,255,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,;0
3,208979;1,431364;1618;27;0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,124,0,0,;0
3,209247;1,431364;1619;27;0,0,0,0,0,0,0,0,0,0,0,0,198,255,255,198,255,255,0,0,0,198,255,255,198,255,255,;0
3,209515;1,431364;1620;27;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,255,255,0,0,0,0,0,0,198,255,255,;0
3,209783;1,431364;1621;27;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,198,124,255,198,124,255,198,124,;1
3,210051;1,431364;1622;27;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,124,198,198,124,;0
3,210319;1,414973;1623;26;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,198,198,;1
3,210586;1,414973;1624;26;255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,198,198,255,255,198,255,255,198,255,255,198,;0
3,210853;1,414973;1625;26;255,255,255,255,255,255,255,255,255,198,198,198,198,198,198,198,198,198,198,255,255,198,255,255,198,255,255,;0
3,211121;1,414973;1626;26;255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,;0
3,211388;1,414973;1627;26;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,255,;0
3,211654;1,414973;1628;26;255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,255,198,255,255,198,;1
3,211921;1,414973;1629;26;255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,255,198,;1
3,212188;1,414973;1630;26;255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,0,0,0,0,0,0,255,198,198,;1
3,212454;1,414973;1631;26;255,198,124,255,198,124,255,198,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,;0
3,212720;1,414973;1632;26;255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,255,198,255,255,198,255,255,198,;0
3,212986;1,414973;1633;26;255,198,124,255,198,124,255,198,124,255,124,124,255,124,124,255,124,124,255,124,124,255,124,124,255,124,124,;0
3,213252;1,414973;1634;26;255,124,124,255,124,124,255,124,124,255,124,0,255,124,0,255,124,0,255,124,0,255,124,0,255,124,0,;0
3,213518;1,414973;1635;26;255,124,0,255,124,0,255,124,0,198,124,0,198,124,0,198,124,0,255,124,0,255,124,0,255,124,0,;0
3,213783;1,414973;1636;26;255,0,198,255,0,198,255,0,198,255,0,198,255,0,198,255,0,198,255,0,124,255,0,124,255,0,124,;0
3,214049;1,414973;1637;26;198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,;1
3,214314;1,414973;1638;26;198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,198,255,255,;1
3,214579;1,414973;1639;26;198,255,255,198,255,255,198,255,255,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,;0
3,214844;1,414973;1640;26;198,255,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;1
3,215109;1,414973;1641;26;198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,0,0,0,198,198,255,198,198,255,;0
3,215373;1,414973;1642;26;198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,0,0,0,0,0,0,198,198,255,;0
3,215638;1,414973;1643;26;198,198,255,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,;0
3,215902;1,414973;1644;26;198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,198,;0
3,216166;1,414973;1645;26;198,198,198,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,;0
3,216430;1,414973;1646;26;198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,;0
3,216694;1,414973;1647;26;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,198,198,;0
3,216957;1,414973;1648;26;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,198,198,198,;1
3,217221;1,414973;1649;26;198,198,198,198,198,198,198,198,198,124,124,124,124,124,124,124,124,124,0,0,0,0,0,0,0,0,0,;1
3,217484;1,414973;1650;26;198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,198,198,124,198,198,124,198,;0
3,217747;1,414973;1651;26;198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,0,0,0,0,0,0,0,0,0,;0
3,218010;1,414973;1652;26;198,0,198,198,0,198,198,0,198,255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,;0
3,218273;1,414973;1653;26;124,255,255,124,255,255,124,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;0
3,218536;1,414973;1654;26;124,198,198,124,198,198,124,198,198,0,198,198,0,198,198,0,198,198,0,198,198,0,198,198,0,198,198,;0
3,218798;1,414973;1655;26;124,124,124,124,124,124,124,124,124,124,124,198,124,124,198,124,124,124,124,124,198,124,124,198,124,124,198,;0
3,219060;1,414973;1656;26;124,124,124,124,124,124,124,124,124,124,124,198,124,124,124,124,124,124,124,124,198,124,124,198,124,124,198,;0
3,219323;1,414973;1657;26;124,124,124,124,124,124,124,124,124,124,124,124,198,198,198,198,198,198,124,124,124,124,124,124,124,124,124,;0
3,219585;1,414973;1658;26;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,198,198,198,124,124,124,124,124,124,124,124,124,;0
3,219846;1,414973;1659;26;0,255,198,0,255,198,0,255,198,0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,;0
3,220108;1,414973;1660;26;0,124,124,0,124,124,0,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;1
3,220370;1,414973;1661;26;0,0,0,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,;0
3,220631;1,414973;1662;26;0,0,0,198,198,255,198,198,255,0,0,0,198,198,198,198,198,198,0,0,0,198,198,198,198,198,198,;0
3,220892;1,414973;1663;26;0,0,0,198,198,124,198,198,124,0,0,0,198,198,124,198,198,124,0,0,0,198,198,124,198,198,124,;0
3,221153;1,414973;1664;26;0,0,0,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,;1
3,221414;1,414973;1665;26;0,0,0,124,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;0
3,221675;1,414973;1666;26;0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,198,198,198,198,198,198,255,255,255,;0
3,221936;1,414973;1667;26;0,0,0,0,0,0,198,198,255,0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,198,198,198,;0
3,222196;1,414973;1668;26;0,0,0,0,0,0,198,198,124,0,0,0,0,0,0,198,198,124,0,0,0,0,0,0,198,198,124,;0
3,222456;1,414973;1669;26;0,0,0,0,0,0,124,124,198,0,0,0,0,0,0,124,124,198,0,0,0,0,0,0,0,0,0,;1
3,222716;1,414973;1670;26;0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;0
3,222976;1,414973;1671;26;0,0,0,0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,198,255,255,198,255,255,198,255,255,;1
3,223236;1,414973;1672;26;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,255,255,198,255,255,198,255,255,198,255,255,;1
3,223496;1,414973;1673;26;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,255,198,198,255,0,0,0,;1
3,223755;1,414973;1674;26;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,255,0,0,0,0,0,0,;1
3,224015;1,414973;1675;26;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,124,198,198,124,198,198,124,198,;0
3,224274;1,414973;1676;26;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,124,0,0,;0
3,224533;1,414973;1677;26;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,;0
3,224792;1,397940;1678;25;255,255,255,255,255,255,255,255,255,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,;0
3,225051;1,397940;1679;25;255,255,255,255,255,255,255,255,255,198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,;0
3,225309;1,397940;1680;25;255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,255,255,255,;0
3,225568;1,397940;1681;25;255,255,255,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,255,255,255,255,255,255,255,255,255,;0
3,225826;1,397940;1682;25;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,0,0,0,255,255,198,255,255,198,;0
3,226084;1,397940;1683;25;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,0,0,0,0,0,0,255,255,198,;0
3,226342;1,397940;1684;25;255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,198,198,198,198,198,198,198,198,198,;0
3,226600;1,397940;1685;25;255,198,198,255,198,198,255,198,198,255,255,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,198,;0
3,226858;1,397940;1686;25;255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,0,0,0,255,198,198,255,198,198,;1
3,227115;1,397940;1687;25;255,198,198,255,198,198,255,198,198,0,0,0,255,198,198,255,198,198,0,0,0,0,0,0,0,0,0,;0
3,227372;1,397940;1688;25;255,198,198,255,198,198,255,198,198,0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,0,0,0,;0
3,227630;1,397940;1689;25;255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,0,198,255,0,198,255,0,198,;0
3,227887;1,397940;1690;25;255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,0,0,0,0,0,0,0,0,0,;0
3,228144;1,397940;1691;25;255,0,255,255,0,255,255,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;0
3,228400;1,397940;1692;25;198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,198,255,255,;0
3,228657;1,397940;1693;25;198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,198,255,;1
3,228913;1,397940;1694;25;198,255,255,198,255,255,198,255,255,0,0,0,198,255,255,198,255,255,0,0,0,198,255,255,198,255,255,;1
3,229170;1,397940;1695;25;198,255,255,198,255,255,198,255,255,0,0,0,0,0,0,198,255,255,0,0,0,0,0,0,198,255,255,;1
3,229426;1,397940;1696;25;198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,198,;1
3,229682;1,397940;1697;25;198,198,198,255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,198,198,198,198,198,198,198,198,198,;1
3,229938;1,397940;1698;25;198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,198,198,198,;1
3,230193;1,397940;1699;25;198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;0
3,230449;1,397940;1700;25;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,;1
3,230704;1,397940;1701;25;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,;0
3,230960;1,397940;1702;25;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,198,198,;1
3,231215;1,397940;1703;25;198,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,124,198,198,124,198,198,124,198,198,;0
3,231470;1,397940;1704;25;198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,198,198,198,124,198,198,124,198,198,124,198,198,;0
3,231724;1,397940;1705;25;198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,198,;0
3,231979;1,397940;1706;25;198,198,198,198,198,124,198,198,124,198,198,198,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,;0
3,232234;1,397940;1707;25;198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,124,124,124,124,124,124,198,124,124,;1
3,232488;1,397940;1708;25;124,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,;1
3,232742;1,397940;1709;25;124,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,232996;1,397940;1710;25;124,124,198,124,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,233250;1,397940;1711;25;124,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,;1
3,233504;1,397940;1712;25;124,124,124,124,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,;1
3,233757;1,397940;1713;25;0,198,255,0,198,255,0,198,255,0,198,255,0,198,255,0,198,255,0,255,255,0,255,255,0,255,255,;0
3,234011;1,397940;1714;25;0,198,198,0,198,198,0,198,198,0,198,198,0,198,198,0,198,198,124,198,198,124,198,198,124,198,198,;0
3,234264;1,397940;1715;25;0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,0,124,0,0,124,0,0,124,;1
3,234517;1,397940;1716;25;0,0,198,0,0,198,0,0,198,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,;0
3,234770;1,397940;1717;25;0,0,0,198,124,124,198,124,124,0,0,0,198,124,124,198,124,124,0,0,0,198,124,124,198,124,124,;1
3,235023;1,397940;1718;25;0,0,0,124,124,198,124,124,198,0,0,0,124,124,198,124,124,198,0,0,0,0,0,0,0,0,0,;1
3,235276;1,397940;1719;25;0,0,0,0,0,0,198,124,124,0,0,0,0,0,0,198,124,124,0,0,0,0,0,0,198,124,124,;1
3,235528;1,397940;1720;25;0,0,0,0,0,0,0,0,0,255,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,;1
3,235781;1,397940;1721;25;0,0,0,0,0,0,0,0,0,198,255,255,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,;0
3,236033;1,397940;1722;25;0,0,0,0,0,0,0,0,0,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,;1
3,236285;1,397940;1723;25;0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,124,124,124,198,198,198,198,198,198,198,198,198,;0
3,236537;1,397940;1724;25;0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;0
3,236789;1,397940;1725;25;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,198,198,198,198,198,198,198,198,198,;1
3,237041;1,397940;1726;25;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,124,124,124,124,124,124,;0
3,237292;1,397940;1727;25;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,255,255,198,255,255,0,0,0,;1
3,237544;1,397940;1728;25;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,255,255,0,0,0,0,0,0,;1
3,237795;1,380211;1729;24;255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,0,0,0,0,0,0,0,0,0,;0
3,238046;1,380211;1730;24;255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,198,198,255,198,198,255,198,;0
3,238297;1,380211;1731;24;255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,255,;1
3,238548;1,380211;1732;24;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,124,255,255,124,255,255,124,;1
3,238799;1,380211;1733;24;255,255,124,255,255,124,255,255,124,255,255,198,255,255,198,255,255,198,255,255,124,255,255,124,255,255,124,;0
3,239049;1,380211;1734;24;255,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,;0
3,239299;1,380211;1735;24;255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,0,0,0,255,198,198,255,198,198,;0
3,239550;1,380211;1736;24;255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,0,0,0,0,0,0,255,198,198,;0
3,239800;1,380211;1737;24;255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,;1
3,240050;1,380211;1738;24;255,0,124,255,0,124,255,0,124,255,0,198,255,0,198,255,0,198,255,0,198,255,0,198,255,0,198,;0
3,240300;1,380211;1739;24;198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,;0
3,240549;1,380211;1740;24;198,255,255,198,255,255,198,255,255,198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;0
3,240799;1,380211;1741;24;198,255,255,198,255,255,198,255,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,;0
3,241048;1,380211;1742;24;198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,198,;0
3,241297;1,380211;1743;24;198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,255,255,;1
3,241546;1,380211;1744;24;198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,;1
3,241795;1,380211;1745;24;198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,242044;1,380211;1746;24;198,198,255,198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;0
3,242293;1,380211;1747;24;198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;0
3,242541;1,380211;1748;24;198,198,198,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,;0
3,242790;1,380211;1749;24;198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,255,;0
3,243038;1,380211;1750;24;198,198,198,198,198,198,198,198,198,255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,198,198,;0
3,243286;1,380211;1751;24;198,198,198,198,198,198,198,198,198,255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,198,198,198,;0
3,243534;1,380211;1752;24;198,198,198,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,;0
3,243782;1,380211;1753;24;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,124,;0
3,244030;1,380211;1754;24;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,124,198,124,124,;0
3,244277;1,380211;1755;24;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,124,198,198,198,198,198,198,;0
3,244525;1,380211;1756;24;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,198,198,;0
3,244772;1,380211;1757;24;198,198,198,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,;0
3,245019;1,380211;1758;24;198,198,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,198,198,198,124,198,198,124,198,198,198,;0
3,245266;1,380211;1759;24;198,198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,124,124,198,198,198,198,198,198,198,198,198,;1
3,245513;1,380211;1760;24;198,198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,124,124,124,124,124,124,124,124,124,124,124,;1
3,245759;1,380211;1761;24;198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,124,124,198,124,198,198,124,198,198,124,198,198,;0
3,246006;1,380211;1762;24;198,198,198,198,198,198,198,198,198,124,124,124,198,198,198,198,198,198,124,124,124,198,198,198,198,198,198,;1
