LogR;LogC;Rank;Counter;pattern;Images
0,000000;2,232996;1;171;255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,4,;3,10,;2,2,;2,3,;2,4,;3,10,;2,2,;2,3,;2,4,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;
0,301030;1,939519;2;87;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,10,;2,10,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;2,7,;2,8,;2,9,;2,10,;
0,477121;1,361728;3;23;0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;3,6,;
0,602060;1,361728;4;23;0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;3,5,;
0,698970;1,322219;5;21;255,255,255,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;2,6,;
0,778151;1,322219;6;21;255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;2,5,;
0,845098;1,113943;7;13;198,198,124,198,198,124,198,198,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2,2,;2,3,;2,4,;3,10,;2,2,;2,3,;2,4,;3,7,;3,10,;2,2,;2,3,;2,4,;3,7,;
0,903090;1,041393;8;11;198,198,198,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;3,10,;3,10,;2,4,;3,10,;2,4,;3,7,;3,8,;3,9,;3,10,;3,10,;3,10,;
0,954243;1,041393;9;11;124,255,255,124,255,255,124,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2,2,;2,3,;2,4,;3,7,;3,8,;3,9,;3,10,;2,2,;2,3,;2,4,;3,10,;
