LogR;LogC;Rank;Counter;pattern;Images
0,000000;1,785330;1;61;0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,;2,2,;2,3,;2,4,;2,5,;2,6,;2,7,;2,8,;2,9,;2,10,;2,11,;2,12,;2,13,;3,2,;3,3,;3,4,;3,5,;3,6,;3,7,;3,8,;3,9,;3,10,;3,11,;3,12,;3,13,;4,2,;4,3,;4,4,;4,5,;4,6,;4,7,;4,8,;4,9,;4,10,;4,11,;4,12,;4,13,;5,2,;5,3,;5,4,;5,5,;5,6,;5,7,;5,8,;5,9,;5,10,;5,11,;5,12,;5,13,;4,4,;5,4,;5,5,;5,6,;5,7,;5,8,;5,9,;5,10,;5,11,;5,12,;5,13,;4,13,;5,13,;
0,301030;1,690196;2;49;0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,;2,2,;2,3,;2,4,;2,5,;2,6,;2,7,;2,8,;2,9,;2,10,;2,11,;2,12,;2,13,;3,2,;3,3,;3,4,;3,5,;3,6,;3,7,;3,8,;3,9,;3,10,;3,11,;3,12,;3,13,;4,2,;4,3,;4,4,;4,5,;4,6,;4,7,;4,8,;4,9,;4,10,;4,11,;4,12,;4,13,;5,2,;5,3,;5,4,;5,5,;5,6,;5,7,;5,8,;5,9,;5,10,;5,11,;5,12,;5,13,;5,13,;
0,477121;1,672098;3;47;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,;5,7,;5,4,;2,2,;2,3,;2,4,;2,5,;2,6,;2,7,;2,8,;2,9,;2,10,;2,11,;2,12,;2,13,;3,2,;3,3,;3,4,;3,5,;3,6,;3,7,;3,8,;3,9,;3,10,;3,11,;3,12,;3,13,;4,2,;4,3,;4,4,;4,5,;4,6,;4,7,;4,8,;4,9,;4,10,;4,11,;4,12,;4,13,;5,2,;5,3,;5,4,;5,5,;5,6,;5,7,;5,8,;5,9,;5,10,;
0,602060;1,623249;4;42;124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,;3,2,;3,3,;3,4,;4,2,;4,3,;4,4,;4,5,;4,6,;4,7,;5,2,;5,3,;5,4,;5,5,;5,6,;5,7,;5,8,;5,9,;5,10,;5,11,;5,12,;5,13,;2,2,;2,3,;2,4,;3,2,;3,3,;3,4,;4,2,;4,3,;4,4,;5,2,;5,3,;5,4,;5,5,;5,6,;5,7,;5,8,;5,9,;5,10,;5,11,;5,12,;5,13,;
0,698970;1,556303;5;36;255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;5,7,;5,4,;2,4,;2,5,;2,6,;2,7,;2,8,;2,9,;2,10,;2,11,;2,12,;2,13,;3,4,;3,5,;3,6,;3,7,;3,8,;3,9,;3,10,;3,11,;3,12,;3,13,;4,4,;4,5,;4,6,;4,7,;4,8,;4,9,;4,10,;4,11,;4,12,;4,13,;5,7,;5,8,;5,9,;5,10,;
0,778151;1,397940;6;25;198,198,198,198,198,198,198,198,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;3,7,;3,8,;3,9,;3,10,;4,13,;3,7,;3,8,;3,9,;3,10,;4,13,;3,7,;3,8,;3,9,;3,10,;4,13,;3,7,;3,8,;3,9,;3,10,;4,13,;3,7,;3,8,;3,9,;3,10,;4,13,;
0,845098;1,397940;7;25;124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,;3,10,;3,11,;3,12,;3,13,;3,2,;3,3,;3,4,;4,2,;4,3,;4,4,;4,5,;4,6,;4,7,;5,2,;5,3,;5,4,;5,5,;5,6,;5,7,;5,8,;5,9,;5,10,;5,11,;5,12,;5,13,;
0,903090;1,079181;8;12;198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,;3,2,;3,3,;3,4,;4,2,;4,3,;4,4,;4,10,;5,4,;5,5,;5,6,;5,7,;5,4,;
0,954243;1,041393;9;11;198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;3,2,;3,3,;3,4,;4,2,;4,3,;4,4,;4,10,;5,4,;3,4,;4,4,;5,4,;
