LogR;LogC;Rank;Counter;Pattern;Class
3,136403;1,716003;1369;52;198,198,124,198,198,124,198,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,;2
3,136721;1,716003;1370;52;198,124,124,198,124,124,198,124,124,198,198,124,198,198,124,198,198,124,0,0,0,0,0,0,0,0,0,;2
3,137037;1,716003;1371;52;124,198,198,124,198,198,124,198,198,0,0,0,124,198,198,124,198,198,0,0,0,124,198,198,124,198,198,;2
3,137354;1,716003;1372;52;0,0,0,124,124,124,124,124,124,0,0,0,124,124,124,124,124,124,0,0,0,198,198,198,198,198,198,;2
3,137671;1,716003;1373;52;0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,0,0,0,;2
3,137987;1,716003;1374;52;0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,198,198,198,255,255,255,255,255,255,255,255,255,;2
3,138303;1,716003;1375;52;0,0,0,0,0,0,124,124,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,138618;1,716003;1376;52;0,0,0,0,0,0,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,;2
3,138934;1,716003;1377;52;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,;2
3,139249;1,707570;1378;51;255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,255,0,0,0,0,0,0,255,255,255,;2
3,139564;1,707570;1379;51;255,255,255,255,255,255,255,255,255,198,198,198,198,198,198,198,198,198,198,255,255,198,255,255,198,255,255,;2
3,139879;1,707570;1380;51;255,198,198,255,198,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;2
3,140194;1,707570;1381;51;255,198,124,255,198,124,255,198,124,255,124,124,255,124,124,255,124,124,255,124,124,255,124,124,255,124,124,;2
3,140508;1,707570;1382;51;198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,;2
3,140822;1,707570;1383;51;198,198,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,;2
3,141136;1,707570;1384;51;198,198,255,198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
3,141450;1,707570;1385;51;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,124,198,198,;2
3,141763;1,707570;1386;51;198,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,124,198,198,124,198,198,124,198,198,;2
3,142076;1,707570;1387;51;198,198,198,198,198,198,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,;2
3,142389;1,707570;1388;51;198,198,124,198,198,124,198,198,124,198,124,124,198,124,124,198,124,124,0,0,0,0,0,0,0,0,0,;2
3,142702;1,707570;1389;51;124,198,255,124,198,255,124,198,255,124,198,198,124,198,198,124,198,198,124,198,255,124,198,255,124,198,255,;2
3,143015;1,707570;1390;51;124,198,198,124,198,198,124,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,198,198,198,;2
3,143327;1,707570;1391;51;124,198,198,124,198,198,124,198,198,198,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,;2
3,143639;1,707570;1392;51;124,124,124,124,124,124,124,124,124,124,124,198,124,124,198,124,124,124,124,124,198,124,124,198,124,124,198,;2
3,143951;1,707570;1393;51;124,0,198,124,0,198,124,0,198,124,0,198,124,0,198,124,0,198,124,0,255,124,0,255,124,0,255,;2
3,144263;1,707570;1394;51;0,255,255,0,255,255,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,144574;1,707570;1395;51;0,124,124,0,124,124,0,124,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,;2
3,144885;1,707570;1396;51;0,0,0,255,255,124,255,255,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,145196;1,707570;1397;51;0,0,0,0,0,0,0,0,0,198,124,124,198,124,124,198,124,124,198,198,124,198,198,124,198,198,124,;2
3,145507;1,707570;1398;51;0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,124,124,124,198,198,124,198,198,124,198,198,124,;2
3,145818;1,707570;1399;51;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,255,255,198,255,255,255,255,255,;2
3,146128;1,698970;1400;50;255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,198,255,198,198,255,198,198,;2
3,146438;1,698970;1401;50;255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,255,255,255,;2
3,146748;1,698970;1402;50;255,255,255,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,147058;1,698970;1403;50;255,255,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,;2
3,147367;1,698970;1404;50;255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,198,198,;2
3,147676;1,698970;1405;50;255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,255,198,198,;2
3,147985;1,698970;1406;50;255,198,198,255,198,198,255,198,198,0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,255,198,198,;2
3,148294;1,698970;1407;50;255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,198,255,198,198,255,198,198,;2
3,148603;1,698970;1408;50;198,255,255,198,255,255,198,198,255,198,255,255,198,255,255,198,198,255,198,255,255,198,255,255,198,198,255,;2
3,148911;1,698970;1409;50;198,198,255,198,198,255,198,255,255,198,198,255,198,198,255,198,255,255,198,198,255,198,198,255,198,198,255,;2
3,149219;1,698970;1410;50;198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,255,255,255,255,255,255,255,255,255,;2
3,149527;1,698970;1411;50;198,198,198,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,149835;1,698970;1412;50;198,198,198,198,198,198,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,150142;1,698970;1413;50;198,198,198,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,;2
3,150449;1,698970;1414;50;198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,;2
3,150756;1,698970;1415;50;124,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,255,255,255,255,255,255,255,255,255,;2
3,151063;1,698970;1416;50;124,198,198,124,198,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,;2
3,151370;1,698970;1417;50;124,124,198,124,124,198,124,124,198,124,124,124,124,124,124,124,124,198,124,124,124,124,124,124,124,124,198,;2
3,151676;1,698970;1418;50;124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,0,0,0,0,0,0,0,0,0,;2
3,151982;1,698970;1419;50;124,0,255,124,0,255,124,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,152288;1,698970;1420;50;0,198,198,0,198,198,0,198,198,0,124,198,0,124,198,0,124,198,0,124,198,0,124,198,0,124,198,;2
3,152594;1,698970;1421;50;0,0,0,198,198,198,198,198,198,0,0,0,124,124,124,124,124,124,0,0,0,124,124,124,124,124,124,;2
3,152900;1,698970;1422;50;0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,124,124,124,0,0,0,0,0,0,124,124,124,;2
3,153205;1,698970;1423;50;0,0,0,0,0,0,0,124,124,0,0,0,0,0,0,0,124,124,0,0,0,0,0,0,0,124,124,;2
3,153510;1,698970;1424;50;0,0,0,0,0,0,0,0,0,0,0,0,198,198,124,198,198,124,0,0,0,198,198,124,198,198,124,;2
3,153815;1,698970;1425;50;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,124,0,0,0,0,0,0,198,198,124,;2
3,154120;1,698970;1426;50;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,198,255,255,198,255,255,255,;2
3,154424;1,698970;1427;50;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,255,255,255,255,255,255,255,255,;2
3,154728;1,690196;1428;49;255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;2
3,155032;1,690196;1429;49;255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,124,124,255,124,124,255,124,124,;2
3,155336;1,690196;1430;49;198,255,255,198,255,255,255,255,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,;2
3,155640;1,690196;1431;49;198,255,255,198,255,255,198,255,255,198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;2
3,155943;1,690196;1432;49;198,198,255,198,255,255,198,255,255,198,198,255,198,255,255,198,255,255,198,198,255,198,198,255,198,198,255,;2
3,156246;1,690196;1433;49;198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,;2
3,156549;1,690196;1434;49;198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,;2
3,156852;1,690196;1435;49;198,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;2
3,157154;1,690196;1436;49;198,198,198,198,198,198,255,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,157457;1,690196;1437;49;198,198,198,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,;2
3,157759;1,690196;1438;49;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,124,198,;2
3,158061;1,690196;1439;49;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,124,124,124,124,124,124,124,124,124,124,124,;2
3,158362;1,690196;1440;49;198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,124,124,198,0,0,0,0,0,0,0,0,0,;2
3,158664;1,690196;1441;49;124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,0,0,0,0,0,0,124,198,255,;2
3,158965;1,690196;1442;49;124,198,124,124,198,124,124,198,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,159266;1,690196;1443;49;124,124,124,124,124,124,124,124,124,198,198,124,198,198,124,198,198,124,0,0,0,0,0,0,0,0,0,;2
3,159567;1,690196;1444;49;124,124,124,124,124,124,124,124,124,124,124,198,124,124,198,124,124,124,124,124,198,124,124,198,124,124,124,;2
3,159868;1,690196;1445;49;124,124,0,124,124,0,124,124,0,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;2
3,160168;1,690196;1446;49;124,0,255,124,0,255,124,0,255,124,0,198,124,0,198,124,0,198,124,0,198,124,0,198,124,0,198,;2
3,160469;1,690196;1447;49;0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,0,0,0,124,0,0,124,;2
3,160769;1,690196;1448;49;0,0,0,255,255,255,255,255,255,0,0,0,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,;2
3,161068;1,690196;1449;49;0,0,0,198,255,255,198,255,255,0,0,0,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;2
3,161368;1,690196;1450;49;0,0,0,198,198,198,198,198,198,0,0,0,198,198,198,198,198,198,0,0,0,198,198,124,198,198,124,;2
3,161667;1,690196;1451;49;0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,198,0,0,0,0,0,0,0,0,0,;2
3,161967;1,690196;1452;49;0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,198,255,255,0,0,0,0,0,0,198,255,255,;2
3,162266;1,690196;1453;49;0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,198,198,124,;2
3,162564;1,690196;1454;49;0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,124,198,198,;2
3,162863;1,690196;1455;49;0,0,0,0,0,0,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,;2
3,163161;1,690196;1456;49;0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,0,0,0,;2
3,163460;1,690196;1457;49;0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,;2
3,163758;1,690196;1458;49;0,0,0,0,0,0,0,0,0,198,124,0,198,124,0,198,124,0,198,124,0,198,124,0,198,124,0,;2
3,164055;1,690196;1459;49;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,0,124,124,;2
3,164353;1,690196;1460;49;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,124,198,;2
3,164650;1,681241;1461;48;255,255,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,;2
3,164947;1,681241;1462;48;255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,124,198,255,124,198,255,124,198,;2
3,165244;1,681241;1463;48;255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,255,198,198,;2
3,165541;1,681241;1464;48;255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,255,124,255,255,124,255,255,124,;2
3,165838;1,681241;1465;48;198,255,255,198,255,255,198,255,255,198,198,255,198,198,255,198,255,255,198,198,255,198,198,255,198,198,255,;2
3,166134;1,681241;1466;48;198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,198,198,255,;2
3,166430;1,681241;1467;48;198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,;2
3,166726;1,681241;1468;48;198,198,198,255,198,198,255,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,167022;1,681241;1469;48;198,198,124,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
3,167317;1,681241;1470;48;198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,0,0,0,198,124,124,198,124,124,;2
3,167613;1,681241;1471;48;124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,124,124,124,124,124,124,124,124,;2
3,167908;1,681241;1472;48;124,124,124,124,124,124,124,124,124,124,124,198,124,124,124,124,124,124,124,124,198,124,124,198,124,124,198,;2
3,168203;1,681241;1473;48;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,198,124,124,198,124,124,198,124,124,198,;2
3,168497;1,681241;1474;48;0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,198,0,124,198,0,124,198,;2
3,168792;1,681241;1475;48;0,0,0,255,255,255,255,255,255,0,0,0,198,255,255,198,255,255,0,0,0,198,255,255,198,255,255,;2
3,169086;1,681241;1476;48;0,0,0,198,198,198,198,198,198,0,0,0,198,198,198,198,198,198,0,0,0,124,198,198,124,198,198,;2
3,169380;1,681241;1477;48;0,0,0,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,;2
3,169674;1,681241;1478;48;0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,198,198,198,;2
3,169968;1,681241;1479;48;0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,198,198,;2
3,170262;1,681241;1480;48;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,124,198,198,124,198,;2
3,170555;1,681241;1481;48;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,198,124,;2
3,170848;1,681241;1482;48;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,255,255,;2
3,171141;1,672098;1483;47;255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,;2
3,171434;1,672098;1484;47;255,198,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;2
3,171726;1,672098;1485;47;255,198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
3,172019;1,672098;1486;47;255,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,;2
3,172311;1,672098;1487;47;198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,255,255,255,;2
3,172603;1,672098;1488;47;198,255,255,198,198,255,198,198,255,198,255,255,198,198,255,198,198,255,198,255,255,198,198,255,198,198,255,;2
3,172895;1,672098;1489;47;198,198,255,198,198,255,198,255,255,198,198,255,198,198,255,198,255,255,198,198,255,198,198,255,198,255,255,;2
3,173186;1,672098;1490;47;198,198,198,198,198,198,255,255,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,;2
3,173478;1,672098;1491;47;198,198,198,198,198,198,255,255,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,;2
3,173769;1,672098;1492;47;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,124,198,198,124,198,198,;2
3,174060;1,672098;1493;47;198,198,198,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,;2
3,174351;1,672098;1494;47;198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,124,124,124,;2
3,174641;1,672098;1495;47;124,198,198,124,198,198,198,198,198,124,198,198,124,198,198,198,198,198,124,198,198,124,198,198,124,198,198,;2
3,174932;1,672098;1496;47;124,198,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,;2
3,175222;1,672098;1497;47;124,124,198,124,198,198,124,198,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,;2
3,175512;1,672098;1498;47;124,124,198,124,124,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,;2
3,175802;1,672098;1499;47;124,124,198,124,124,198,124,124,198,198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,;2
3,176091;1,672098;1500;47;0,0,0,124,124,255,124,124,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,176381;1,672098;1501;47;0,0,0,0,124,124,0,124,124,0,0,0,0,124,124,0,124,124,0,0,0,0,124,124,0,124,124,;2
3,176670;1,672098;1502;47;0,0,0,0,0,0,255,255,198,0,0,0,0,0,0,255,255,198,0,0,0,0,0,0,255,255,255,;2
3,176959;1,672098;1503;47;0,0,0,0,0,0,198,124,124,0,0,0,0,0,0,198,124,124,0,0,0,0,0,0,0,0,0,;2
3,177248;1,672098;1504;47;0,0,0,0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,;2
3,177536;1,672098;1505;47;0,0,0,0,0,0,0,0,0,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,;2
3,177825;1,672098;1506;47;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,198,255,255,255,255,255,255,;2
3,178113;1,672098;1507;47;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,198,124,255,198,124,;2
3,178401;1,672098;1508;47;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,255,255,124,255,255,;2
3,178689;1,662758;1509;46;255,255,255,255,255,255,255,255,255,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,;2
3,178977;1,662758;1510;46;255,255,198,255,255,198,255,255,198,255,255,124,255,255,124,255,255,124,255,255,198,255,255,198,255,255,198,;2
3,179264;1,662758;1511;46;255,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;2
3,179552;1,662758;1512;46;198,255,255,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;2
3,179839;1,662758;1513;46;198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,198,198,198,198,198,198,198,198,198,;2
3,180126;1,662758;1514;46;198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,198,255,198,255,255,198,255,255,198,255,255,;2
3,180413;1,662758;1515;46;198,255,255,198,255,255,198,255,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,;2
3,180699;1,662758;1516;46;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,124,;2
3,180986;1,662758;1517;46;198,198,198,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,198,198,198,124,198,198,124,198,198,;2
3,181272;1,662758;1518;46;198,198,124,198,198,124,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
3,181558;1,662758;1519;46;198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,124,198,124,124,198,124,124,;2
3,181844;1,662758;1520;46;198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,124,124,124,124,124,124,;2
3,182129;1,662758;1521;46;124,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,255,255,198,255,255,198,255,255,;2
3,182415;1,662758;1522;46;124,124,124,124,124,124,124,124,124,124,124,124,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,;2
3,182700;1,662758;1523;46;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,198,124,198,198,124,198,198,124,198,;2
3,182985;1,662758;1524;46;124,124,0,124,124,0,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,183270;1,662758;1525;46;124,0,198,124,0,198,124,0,198,124,0,255,124,0,255,124,0,255,124,0,255,124,0,255,124,0,255,;2
3,183555;1,662758;1526;46;0,0,0,255,198,198,255,198,198,0,0,0,255,198,198,255,198,198,0,0,0,198,198,198,198,198,198,;2
3,183839;1,662758;1527;46;0,0,0,255,198,198,255,198,198,0,0,0,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,;2
3,184123;1,662758;1528;46;0,0,0,198,124,124,198,124,124,0,0,0,198,124,124,198,124,124,0,0,0,0,0,0,0,0,0,;2
3,184407;1,662758;1529;46;0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,198,0,0,0,0,0,0,255,255,198,;2
3,184691;1,662758;1530;46;0,0,0,0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,124,;2
3,184975;1,662758;1531;46;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,124,;2
3,185259;1,662758;1532;46;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,124,198,198,124,198,198,198,;2
3,185542;1,653213;1533;45;255,255,255,255,255,255,255,255,255,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,124,198,198,;2
3,185825;1,653213;1534;45;255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,255,;2
3,186108;1,653213;1535;45;255,255,198,255,255,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;2
3,186391;1,653213;1536;45;198,255,255,198,255,255,198,198,255,198,255,255,198,255,255,198,198,255,198,198,255,198,198,255,198,198,255,;2
3,186674;1,653213;1537;45;198,198,255,198,198,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;2
3,186956;1,653213;1538;45;198,198,198,198,198,198,198,198,198,198,198,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;2
3,187239;1,653213;1539;45;198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
3,187521;1,653213;1540;45;124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,0,0,0,124,198,255,124,198,255,;2
3,187803;1,653213;1541;45;124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,198,198,255,198,198,255,198,198,255,;2
3,188084;1,653213;1542;45;124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,198,198,124,198,198,;2
3,188366;1,653213;1543;45;124,124,198,124,124,124,124,124,124,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,;2
3,188647;1,653213;1544;45;124,124,124,124,124,124,124,124,124,124,124,198,124,124,124,124,124,124,124,124,198,124,124,124,124,124,124,;2
3,188928;1,653213;1545;45;0,0,0,255,255,198,255,255,198,0,0,0,255,255,198,255,255,198,0,0,0,255,255,255,255,255,255,;2
3,189209;1,653213;1546;45;0,0,0,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,255,255,255,255,255,255,255,255,;2
3,189490;1,653213;1547;45;0,0,0,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,;2
3,189771;1,653213;1548;45;0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,198,198,;2
3,190051;1,653213;1549;45;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,124,198,198,198,198,198,198,;2
3,190332;1,643453;1550;44;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,255,198,;2
3,190612;1,643453;1551;44;255,255,255,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,;2
3,190892;1,643453;1552;44;255,255,255,255,255,255,198,198,198,0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,0,0,0,;2
3,191171;1,643453;1553;44;255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,255,;2
3,191451;1,643453;1554;44;255,255,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,198,255,255,198,255,255,198,255,255,198,;2
3,191730;1,643453;1555;44;255,198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,;2
3,192010;1,643453;1556;44;255,198,198,255,198,198,255,198,198,0,0,0,255,198,198,255,198,198,0,0,0,255,198,198,255,198,198,;2
3,192289;1,643453;1557;44;255,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,;2
3,192567;1,643453;1558;44;198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;2
3,192846;1,643453;1559;44;198,198,255,198,255,255,198,255,255,198,198,255,198,255,255,198,255,255,198,198,255,198,255,255,198,255,255,;2
3,193125;1,643453;1560;44;198,198,255,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,;2
3,193403;1,643453;1561;44;198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,255,;2
3,193681;1,643453;1562;44;198,198,255,198,198,255,198,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
