LogR;LogC;Rank;Counter;pattern;Images
0,000000;1,924279;1;84;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;8,7,;9,10,;8,7,;9,10,;8,7,;9,10,;7,4,;8,7,;9,10,;7,4,;
0,301030;1,908485;2;81;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,0,0,0,0,0,0,0,0,0,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;9,10,;17,4,;17,5,;17,6,;17,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;7,4,;7,4,;7,4,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;17,4,;
0,477121;1,851258;3;71;198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,;2,7,;3,7,;15,7,;16,4,;16,5,;16,6,;16,7,;2,7,;3,7,;4,4,;5,4,;2,7,;2,8,;2,9,;2,10,;2,11,;3,7,;3,8,;3,9,;3,10,;3,11,;4,4,;4,5,;4,6,;4,7,;4,8,;4,9,;4,10,;5,4,;5,5,;5,6,;5,7,;5,8,;5,9,;5,10,;6,4,;6,5,;6,6,;6,7,;6,8,;6,9,;6,10,;7,7,;7,8,;7,9,;7,10,;7,11,;8,10,;8,11,;13,10,;13,11,;14,10,;14,11,;15,7,;15,8,;15,9,;15,10,;15,11,;16,4,;16,5,;16,6,;16,7,;16,8,;16,9,;16,10,;16,11,;17,10,;17,11,;4,7,;5,7,;7,10,;
0,602060;1,716003;4;52;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,255,;8,8,;8,8,;8,8,;6,2,;7,5,;8,8,;9,11,;6,2,;7,5,;8,8,;9,11,;17,8,;6,2,;7,5,;8,8,;9,11,;17,8,;6,2,;7,5,;8,8,;9,11,;17,8,;6,2,;7,5,;8,8,;9,11,;17,8,;6,2,;7,5,;8,8,;9,11,;17,8,;6,2,;7,5,;8,8,;9,11,;17,8,;6,2,;7,5,;8,8,;9,11,;17,8,;8,8,;9,11,;8,8,;9,11,;8,8,;9,11,;6,2,;7,5,;8,8,;6,2,;
0,698970;1,716003;5;52;0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;3,5,;5,2,;14,8,;15,5,;3,5,;5,2,;14,8,;15,5,;3,5,;5,2,;12,11,;14,8,;15,5,;3,5,;5,2,;12,11,;14,8,;15,5,;3,5,;5,2,;12,11,;14,8,;15,5,;3,5,;5,2,;12,11,;14,8,;15,5,;3,5,;5,2,;12,11,;14,8,;15,5,;3,5,;5,2,;12,11,;14,8,;15,5,;3,5,;5,2,;12,11,;14,8,;15,5,;3,5,;5,2,;12,11,;14,8,;15,5,;5,2,;12,11,;14,8,;15,5,;
0,778151;1,681241;6;48;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,;2,4,;2,4,;13,7,;14,4,;2,4,;13,7,;14,4,;2,4,;11,10,;13,7,;14,4,;2,4,;11,10,;13,7,;14,4,;2,4,;11,10,;13,7,;14,4,;2,4,;11,10,;13,7,;14,4,;2,4,;11,10,;13,7,;14,4,;2,4,;11,10,;13,7,;14,4,;2,4,;11,10,;13,7,;14,4,;2,4,;11,10,;13,7,;14,4,;11,10,;13,7,;14,4,;11,10,;11,10,;11,10,;11,10,;11,10,;11,10,;
0,845098;1,681241;7;48;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,;2,3,;2,3,;13,6,;14,3,;2,3,;13,6,;14,3,;2,3,;11,9,;13,6,;14,3,;2,3,;11,9,;13,6,;14,3,;2,3,;11,9,;13,6,;14,3,;2,3,;11,9,;13,6,;14,3,;2,3,;11,9,;13,6,;14,3,;2,3,;11,9,;13,6,;14,3,;2,3,;11,9,;13,6,;14,3,;2,3,;11,9,;13,6,;14,3,;11,9,;13,6,;14,3,;11,9,;11,9,;11,9,;11,9,;11,9,;11,9,;
0,903090;1,681241;8;48;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,;2,2,;2,2,;13,5,;14,2,;2,2,;13,5,;14,2,;2,2,;11,8,;13,5,;14,2,;2,2,;11,8,;13,5,;14,2,;2,2,;11,8,;13,5,;14,2,;2,2,;11,8,;13,5,;14,2,;2,2,;11,8,;13,5,;14,2,;2,2,;11,8,;13,5,;14,2,;2,2,;11,8,;13,5,;14,2,;2,2,;11,8,;13,5,;14,2,;11,8,;13,5,;14,2,;11,8,;11,8,;11,8,;11,8,;11,8,;11,8,;
0,954243;1,662758;9;46;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,0,0,0,0,0,0,124,124,124,;6,2,;7,5,;8,8,;9,11,;17,8,;6,2,;7,5,;8,8,;9,11,;17,8,;6,2,;7,5,;8,8,;9,11,;17,8,;6,2,;7,5,;8,8,;9,11,;17,8,;6,2,;7,5,;8,8,;9,11,;6,2,;6,2,;7,5,;8,8,;9,11,;17,8,;6,2,;7,5,;8,8,;9,11,;17,8,;6,2,;7,5,;8,8,;9,11,;17,8,;6,2,;7,5,;8,8,;9,11,;17,8,;7,5,;
1,000000;1,633468;10;43;0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;3,6,;5,3,;14,9,;15,6,;3,6,;5,3,;14,9,;15,6,;3,6,;5,3,;14,9,;15,6,;3,6,;5,3,;14,9,;15,6,;3,6,;5,3,;14,9,;15,6,;3,6,;5,3,;14,9,;15,6,;3,6,;5,3,;14,9,;15,6,;3,6,;5,3,;14,9,;15,6,;3,6,;5,3,;14,9,;15,6,;3,6,;5,3,;14,9,;15,6,;5,3,;14,9,;15,6,;
1,041393;1,623249;11;42;255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;9,7,;10,10,;9,7,;10,10,;9,7,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;10,10,;9,7,;10,10,;9,7,;10,10,;9,7,;10,10,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;
1,079181;1,623249;12;42;198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,;2,7,;3,7,;5,4,;5,10,;5,11,;6,4,;6,5,;6,6,;6,7,;6,8,;6,9,;6,10,;6,11,;7,7,;7,8,;7,9,;7,10,;7,11,;8,10,;8,11,;15,7,;16,4,;16,5,;16,6,;16,7,;4,4,;4,5,;4,6,;4,7,;5,7,;5,8,;5,9,;5,10,;6,7,;6,8,;6,9,;6,10,;7,7,;7,8,;7,9,;7,10,;7,11,;
1,113943;1,623249;13;42;0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;9,6,;10,9,;9,6,;10,9,;9,6,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;10,9,;9,6,;10,9,;9,6,;10,9,;9,6,;10,9,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;
1,146128;1,623249;14;42;0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;9,5,;10,8,;9,5,;10,8,;9,5,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;10,8,;9,5,;10,8,;9,5,;10,8,;9,5,;10,8,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;
1,176091;1,623249;15;42;0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;3,4,;3,4,;14,7,;15,4,;3,4,;14,7,;15,4,;3,4,;12,10,;14,7,;15,4,;3,4,;12,10,;14,7,;15,4,;3,4,;12,10,;14,7,;15,4,;3,4,;12,10,;14,7,;15,4,;3,4,;12,10,;14,7,;15,4,;3,4,;12,10,;14,7,;15,4,;3,4,;12,10,;14,7,;15,4,;3,4,;12,10,;14,7,;15,4,;12,10,;14,7,;15,4,;
1,204120;1,612784;16;41;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,;8,9,;8,9,;8,9,;6,3,;7,6,;8,9,;6,3,;7,6,;8,9,;17,9,;6,3,;7,6,;8,9,;17,9,;6,3,;7,6,;8,9,;17,9,;6,3,;7,6,;8,9,;17,9,;6,3,;7,6,;8,9,;17,9,;6,3,;7,6,;8,9,;17,9,;6,3,;7,6,;8,9,;17,9,;8,9,;8,9,;8,9,;6,3,;7,6,;8,9,;6,3,;
1,230449;1,612784;17;41;0,0,0,0,0,0,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;3,5,;5,2,;12,11,;14,8,;15,5,;3,5,;5,2,;12,11,;14,8,;15,5,;3,5,;5,2,;12,11,;14,8,;15,5,;3,5,;5,2,;12,11,;14,8,;15,5,;3,5,;15,5,;5,2,;12,11,;14,8,;15,5,;3,5,;5,2,;12,11,;14,8,;15,5,;5,2,;12,11,;14,8,;15,5,;12,11,;14,8,;15,5,;12,11,;14,8,;15,5,;
1,255273;1,602060;18;40;124,124,124,124,124,124,124,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;8,4,;9,7,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;10,10,;10,10,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;10,10,;8,4,;10,10,;8,4,;10,10,;8,4,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;10,10,;8,4,;9,7,;
1,278754;1,602060;19;40;0,0,0,124,124,124,124,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;8,3,;9,6,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;10,9,;10,9,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;10,9,;8,3,;10,9,;8,3,;10,9,;8,3,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;10,9,;8,3,;9,6,;
1,301030;1,602060;20;40;0,0,0,0,0,0,124,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;8,2,;9,5,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;10,8,;10,8,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;10,8,;8,2,;10,8,;8,2,;10,8,;8,2,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;10,8,;8,2,;9,5,;
1,322219;1,602060;21;40;0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;3,4,;12,10,;14,7,;15,4,;3,4,;12,10,;14,7,;15,4,;3,4,;12,10,;14,7,;15,4,;3,4,;12,10,;14,7,;15,4,;3,4,;14,7,;15,4,;14,7,;14,7,;14,7,;14,7,;3,4,;12,10,;14,7,;15,4,;3,4,;12,10,;14,7,;15,4,;12,10,;14,7,;15,4,;12,10,;14,7,;15,4,;12,10,;14,7,;15,4,;
1,342423;1,602060;22;40;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,124,124,124,;2,4,;11,10,;13,7,;14,4,;2,4,;11,10,;13,7,;14,4,;2,4,;11,10,;13,7,;14,4,;2,4,;11,10,;13,7,;14,4,;2,4,;13,7,;14,4,;13,7,;13,7,;13,7,;13,7,;2,4,;11,10,;13,7,;14,4,;2,4,;11,10,;13,7,;14,4,;11,10,;13,7,;14,4,;11,10,;13,7,;14,4,;11,10,;13,7,;14,4,;
1,361728;1,602060;23;40;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,;2,3,;11,9,;13,6,;14,3,;2,3,;11,9,;13,6,;14,3,;2,3,;11,9,;13,6,;14,3,;2,3,;11,9,;13,6,;14,3,;2,3,;13,6,;14,3,;13,6,;13,6,;13,6,;13,6,;2,3,;11,9,;13,6,;14,3,;2,3,;11,9,;13,6,;14,3,;11,9,;13,6,;14,3,;11,9,;13,6,;14,3,;11,9,;13,6,;14,3,;
1,380211;1,602060;24;40;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,;2,2,;11,8,;13,5,;14,2,;2,2,;11,8,;13,5,;14,2,;2,2,;11,8,;13,5,;14,2,;2,2,;11,8,;13,5,;14,2,;2,2,;13,5,;14,2,;13,5,;13,5,;13,5,;13,5,;2,2,;11,8,;13,5,;14,2,;2,2,;11,8,;13,5,;14,2,;11,8,;13,5,;14,2,;11,8,;13,5,;14,2,;11,8,;13,5,;14,2,;
1,397940;1,579784;25;38;0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,;2,5,;4,2,;2,5,;4,2,;2,5,;4,2,;11,11,;13,8,;2,5,;4,2,;11,11,;13,8,;2,5,;4,2,;11,11,;13,8,;2,5,;4,2,;11,11,;13,8,;2,5,;4,2,;11,11,;13,8,;2,5,;4,2,;11,11,;13,8,;2,5,;4,2,;11,11,;13,8,;2,5,;4,2,;11,11,;13,8,;11,11,;13,8,;
1,414973;1,568202;26;37;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,0,0,0,124,124,124,124,124,124,;6,3,;7,6,;8,9,;17,9,;6,3,;7,6,;8,9,;17,9,;6,3,;7,6,;8,9,;17,9,;6,3,;7,6,;8,9,;17,9,;6,3,;7,6,;8,9,;6,3,;6,3,;7,6,;8,9,;17,9,;6,3,;7,6,;8,9,;17,9,;6,3,;7,6,;8,9,;17,9,;6,3,;7,6,;8,9,;17,9,;7,6,;
1,431364;1,531479;27;34;255,255,255,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;9,9,;9,9,;9,9,;7,3,;8,6,;9,9,;7,3,;8,6,;9,9,;7,3,;8,6,;9,9,;7,3,;8,6,;9,9,;7,3,;8,6,;9,9,;7,3,;8,6,;9,9,;7,3,;8,6,;9,9,;7,3,;8,6,;9,9,;9,9,;9,9,;9,9,;7,3,;8,6,;9,9,;7,3,;
1,447158;1,531479;28;34;255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,;9,8,;9,8,;9,8,;7,2,;8,5,;9,8,;7,2,;8,5,;9,8,;7,2,;8,5,;9,8,;7,2,;8,5,;9,8,;7,2,;8,5,;9,8,;7,2,;8,5,;9,8,;7,2,;8,5,;9,8,;7,2,;8,5,;9,8,;9,8,;9,8,;9,8,;7,2,;8,5,;9,8,;7,2,;
1,462398;1,531479;29;34;124,124,124,124,124,124,124,124,124,0,0,0,124,124,124,124,124,124,0,0,0,0,0,0,0,0,0,;7,3,;8,6,;9,9,;7,3,;8,6,;9,9,;7,3,;8,6,;9,9,;7,3,;8,6,;9,9,;7,3,;8,6,;9,9,;7,3,;8,6,;7,3,;7,3,;7,3,;7,3,;8,6,;9,9,;7,3,;8,6,;9,9,;7,3,;8,6,;9,9,;7,3,;8,6,;9,9,;7,3,;8,6,;
1,477121;1,531479;30;34;124,124,124,124,124,124,124,124,124,0,0,0,0,0,0,124,124,124,0,0,0,0,0,0,0,0,0,;7,2,;8,5,;9,8,;7,2,;8,5,;9,8,;7,2,;8,5,;9,8,;7,2,;8,5,;9,8,;7,2,;8,5,;9,8,;7,2,;8,5,;7,2,;7,2,;7,2,;7,2,;8,5,;9,8,;7,2,;8,5,;9,8,;7,2,;8,5,;9,8,;7,2,;8,5,;9,8,;7,2,;8,5,;
1,491362;1,505150;31;32;0,0,0,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;3,6,;5,3,;14,9,;15,6,;3,6,;5,3,;14,9,;15,6,;3,6,;5,3,;14,9,;15,6,;3,6,;5,3,;14,9,;15,6,;3,6,;15,6,;5,3,;14,9,;15,6,;3,6,;5,3,;14,9,;15,6,;5,3,;14,9,;15,6,;14,9,;15,6,;14,9,;15,6,;
1,505150;1,491362;32;31;0,0,0,0,0,0,124,124,124,0,0,0,0,0,0,124,124,124,124,124,124,124,124,124,124,124,124,;2,5,;4,2,;11,11,;13,8,;2,5,;4,2,;11,11,;13,8,;2,5,;4,2,;11,11,;13,8,;2,5,;4,2,;11,11,;13,8,;2,5,;4,2,;4,2,;11,11,;13,8,;2,5,;4,2,;11,11,;13,8,;11,11,;13,8,;11,11,;13,8,;11,11,;13,8,;
1,518514;1,491362;33;31;0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,;3,3,;3,3,;15,3,;3,3,;15,3,;3,3,;12,9,;15,3,;3,3,;12,9,;15,3,;3,3,;12,9,;15,3,;3,3,;12,9,;15,3,;3,3,;12,9,;15,3,;3,3,;12,9,;15,3,;3,3,;12,9,;15,3,;3,3,;12,9,;15,3,;12,9,;15,3,;
1,531479;1,491362;34;31;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,;3,2,;3,2,;15,2,;3,2,;15,2,;3,2,;12,8,;15,2,;3,2,;12,8,;15,2,;3,2,;12,8,;15,2,;3,2,;12,8,;15,2,;3,2,;12,8,;15,2,;3,2,;12,8,;15,2,;3,2,;12,8,;15,2,;3,2,;12,8,;15,2,;12,8,;15,2,;
1,544068;1,462398;35;29;0,0,0,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;2,6,;4,3,;2,6,;4,3,;2,6,;4,3,;13,9,;2,6,;4,3,;13,9,;2,6,;4,3,;13,9,;2,6,;4,3,;13,9,;2,6,;4,3,;13,9,;2,6,;4,3,;13,9,;2,6,;4,3,;13,9,;2,6,;4,3,;13,9,;13,9,;
1,556303;1,414973;36;26;198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;5,7,;5,8,;5,9,;5,10,;5,11,;6,4,;6,5,;6,6,;6,7,;6,8,;6,9,;6,10,;6,11,;7,7,;7,8,;7,9,;7,10,;7,11,;8,10,;8,11,;15,7,;16,4,;16,5,;16,6,;16,7,;8,10,;
1,568202;1,414973;37;26;0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,0,0,0,124,124,124,124,124,124,;3,3,;12,9,;15,3,;3,3,;12,9,;15,3,;3,3,;12,9,;15,3,;3,3,;12,9,;15,3,;3,3,;15,3,;3,3,;12,9,;15,3,;3,3,;12,9,;15,3,;12,9,;15,3,;12,9,;15,3,;12,9,;15,3,;
1,579784;1,414973;38;26;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,0,0,0,0,0,0,124,124,124,;3,2,;12,8,;15,2,;3,2,;12,8,;15,2,;3,2,;12,8,;15,2,;3,2,;12,8,;15,2,;3,2,;15,2,;3,2,;12,8,;15,2,;3,2,;12,8,;15,2,;12,8,;15,2,;12,8,;15,2,;12,8,;15,2,;
1,591065;1,414973;39;26;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,;2,4,;2,4,;13,7,;14,4,;2,4,;11,10,;2,4,;11,10,;2,4,;11,10,;2,4,;11,10,;13,7,;14,4,;2,4,;11,10,;13,7,;14,4,;2,4,;11,10,;13,7,;14,4,;2,4,;2,4,;11,10,;2,4,;
1,602060;1,414973;40;26;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,198,198,198,198,;2,3,;2,3,;13,6,;14,3,;2,3,;11,9,;2,3,;11,9,;2,3,;11,9,;2,3,;11,9,;13,6,;14,3,;2,3,;11,9,;13,6,;14,3,;2,3,;11,9,;13,6,;14,3,;2,3,;2,3,;11,9,;2,3,;
1,612784;1,414973;41;26;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,198,;2,2,;2,2,;13,5,;14,2,;2,2,;11,8,;2,2,;11,8,;2,2,;11,8,;2,2,;11,8,;13,5,;14,2,;2,2,;11,8,;13,5,;14,2,;2,2,;11,8,;13,5,;14,2,;2,2,;2,2,;11,8,;2,2,;
1,623249;1,361728;42;23;124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,;5,10,;5,11,;6,4,;6,5,;6,6,;6,7,;6,8,;6,9,;6,10,;6,11,;7,7,;7,8,;7,9,;7,10,;7,11,;8,10,;8,11,;13,10,;15,7,;16,4,;16,5,;16,6,;16,7,;
1,633468;1,342423;43;22;0,0,0,124,124,124,124,124,124,0,0,0,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;2,6,;4,3,;13,9,;2,6,;4,3,;13,9,;2,6,;4,3,;13,9,;2,6,;4,3,;13,9,;2,6,;4,3,;4,3,;13,9,;2,6,;4,3,;13,9,;13,9,;13,9,;13,9,;
1,643453;1,301030;44;20;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,;7,4,;17,4,;17,5,;17,6,;17,7,;7,4,;17,4,;17,4,;7,4,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;
1,653213;1,278754;45;19;124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,;2,7,;3,7,;5,4,;3,7,;6,7,;6,8,;6,9,;6,10,;7,7,;7,8,;7,9,;7,10,;7,11,;8,10,;8,11,;2,7,;3,7,;7,10,;3,7,;
1,662758;1,204120;46;16;124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,;6,4,;6,10,;7,7,;7,8,;7,9,;7,10,;8,10,;15,10,;15,11,;16,7,;16,8,;16,9,;16,10,;16,11,;17,10,;17,11,;
1,672098;1,176091;47;15;255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;4,4,;4,5,;4,6,;4,7,;4,8,;4,9,;4,10,;6,7,;6,8,;6,9,;6,10,;15,10,;7,10,;7,7,;15,10,;
1,681241;1,176091;48;15;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,;5,4,;6,4,;15,7,;16,4,;16,5,;16,6,;16,7,;6,7,;6,8,;6,9,;6,10,;5,4,;6,4,;17,10,;17,11,;
1,690196;1,176091;49;15;255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,;6,10,;7,7,;7,8,;7,9,;7,10,;8,10,;15,10,;15,11,;16,7,;16,8,;16,9,;16,10,;16,11,;17,10,;17,11,;
1,698970;1,176091;50;15;124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,;2,7,;2,8,;2,9,;2,10,;3,7,;5,10,;5,11,;6,10,;6,11,;7,10,;8,10,;2,7,;3,7,;7,10,;3,7,;
1,707570;1,146128;51;14;0,0,0,0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;3,4,;14,7,;15,4,;12,10,;15,4,;3,4,;12,10,;14,7,;15,4,;3,4,;12,10,;14,7,;15,4,;3,4,;
1,716003;1,113943;52;13;198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;4,4,;4,5,;4,6,;4,7,;4,8,;4,9,;4,10,;7,7,;7,8,;7,9,;7,10,;4,4,;15,7,;
1,724276;1,079181;53;12;0,0,0,124,124,124,124,124,124,0,0,0,124,124,124,124,124,124,0,0,0,0,0,0,0,0,0,;17,3,;17,3,;17,3,;17,3,;17,3,;17,3,;17,3,;17,3,;17,3,;17,3,;17,3,;17,3,;
1,732394;1,079181;54;12;0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;3,5,;5,2,;15,5,;3,5,;5,2,;15,5,;3,5,;5,2,;12,11,;14,8,;15,5,;3,5,;
1,740363;1,079181;55;12;0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,198,198,198,;2,5,;4,2,;2,5,;2,5,;2,5,;4,2,;2,5,;4,2,;11,11,;13,8,;2,5,;2,5,;
1,748188;1,079181;56;12;0,0,0,0,0,0,124,124,124,0,0,0,0,0,0,124,124,124,0,0,0,0,0,0,0,0,0,;17,2,;17,2,;17,2,;17,2,;17,2,;17,2,;17,2,;17,2,;17,2,;17,2,;17,2,;17,2,;
1,755875;1,041393;57;11;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,;3,7,;5,7,;5,8,;5,9,;5,10,;14,10,;8,10,;7,7,;7,8,;7,9,;7,10,;
1,763428;1,041393;58;11;255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;5,4,;6,4,;15,7,;16,4,;16,5,;16,6,;16,7,;5,4,;6,4,;17,10,;17,11,;
1,770852;1,041393;59;11;198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,0,0,0,0,0,0,0,0,0,;17,4,;17,5,;17,6,;17,7,;7,4,;8,7,;9,10,;17,4,;17,5,;17,6,;17,7,;
1,778151;1,041393;60;11;124,124,198,124,124,198,124,124,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;4,10,;4,11,;5,4,;5,10,;7,7,;6,4,;4,4,;4,10,;5,7,;5,4,;5,10,;
